code,name,sector,price,per,pbr,dividend_yield,roe,market_cap_oku_yen,ma25,ma75,rsi14,signal,news_count,news_sentiment,news_label,news_latest
7826,フルヤ金属,その他製品,5830.0,18.959349,1.9391532,2.66,5.69,1434.1,7313.1,8037.4,28.5,売られすぎ,0,,,
7827,オービス,その他製品,1638.0,14.754099,0.51689225,3.79,3.53,29.2,1622.8,1642.9,55.1,中立,0,,,
7831,ウイルコホールディングス,その他製品,67.0,,0.54592717,2.99,-21.86,10.4,66.8,75.2,45.3,中立,0,,,
7832,バンダイナムコホールディングス,その他製品,4747.0,21.824284,3.5369837,1.01,17.03,30445.6,4053.2,3838.5,83.1,買われすぎ,0,,,
7833,アイフィスジャパン,その他製品,645.0,11.170765,1.0599313,4.65,9.51,62.1,638.6,645.6,56.6,中立,0,,,
7836,アビックス,その他製品,80.0,12.048193,1.425847,,12.64,28.1,80.9,82.8,44.8,中立,0,,,
7837,アールシーコア,その他製品,340.0,,0.88454133,,-40.93,14.1,334.4,318.9,51.7,中立,0,,,
7839,ＳＨＯＥＩ,その他製品,2012.0,16.363045,3.385849,2.98,21.74,1030.2,1849.5,1792.5,76.8,買われすぎ,0,,,
7840,フランスベッドホールディングス,その他製品,1297.0,17.660675,1.0777402,3.86,6.8,432.8,1255.0,1259.2,66.8,中立,0,,,
7841,遠藤製作所,その他製品,1082.0,15.811778,0.63560873,3.7,1.48,95.1,1086.0,1086.4,46.3,中立,0,,,
7844,マーベラス,情報・通信業,465.0,14.125153,1.0152661,3.23,7.35,281.7,442.3,452.5,63.8,中立,0,,,
7846,パイロットコーポレーション,その他製品,1858.0,17.56974,1.4271405,2.26,9.35,1955.4,1754.4,1648.8,74.5,買われすぎ,0,,,
7847,グラファイトデザイン,その他製品,647.0,29.039495,2.0133371,4.64,34.51,42.0,622.5,619.3,67.6,中立,0,,,
7849,スターツ出版,情報・通信業,3420.0,9.53443,1.2364237,3.8,12.35,130.0,3352.6,3520.9,56.8,中立,0,,,
7850,総合商研,その他製品,882.0,12.167196,0.7340347,2.27,4.41,26.5,875.0,862.4,55.3,中立,0,,,
7851,カワセコンピュータサプライ,その他製品,185.0,9.291813,0.34904146,3.24,2.71,8.7,,,,,1,,,2026-07-24
7856,萩原工業,その他製品,1835.0,19.104633,0.8150093,4.36,4.44,258.5,1767.5,1707.9,66.8,中立,0,,,
7857,セキ,その他製品,1298.0,21.380333,0.33346152,2.0,1.6,54.1,1293.2,1316.3,51.9,中立,0,,,
7859,アルメディオ,その他製品,197.0,,0.49936885,,-5.83,39.5,227.0,265.9,29.1,売られすぎ,0,,,
7860,エイベックス,情報・通信業,1351.0,16.142908,1.1135683,3.7,7.64,576.6,1246.7,1208.4,82.6,買われすぎ,0,,,
7863,平賀,その他製品,940.0,14.322719,2.5072618,4.26,21.54,27.0,960.4,963.6,40.7,中立,1,,,2026-07-27
7864,フジシールインターナショナル,その他製品,3150.0,8.128822,1.0419823,2.79,13.48,1680.3,2966.2,2741.3,79.6,買われすぎ,0,,,
7865,ピープル,その他製品,340.0,,0.6627603,,15.43,13.0,335.8,368.4,49.8,中立,0,,,
7867,タカラトミー,その他製品,3720.0,28.332064,2.937108,1.88,10.74,3205.3,3359.1,3008.6,70.9,買われすぎ,0,,,
7868,広済堂ホールディングス,その他製品,511.0,15.928926,1.5302013,2.61,9.79,755.6,540.8,559.1,40.9,中立,1,,,2026-07-29
7871,フクビ化学工業,化学,947.0,11.154299,0.46970153,3.27,4.43,187.4,926.4,929.9,56.5,中立,0,,,
7872,エステールホールディングス,その他製品,605.0,136.26126,0.5439273,4.46,0.4,63.4,603.0,596.7,54.5,中立,0,,,
7874,レック,化学,990.0,10.939226,0.8602562,2.83,8.05,331.3,950.8,982.6,65.4,中立,0,,,
7875,竹田ｉＰホールディングス,その他製品,766.0,11.499775,0.6451498,3.07,5.83,128.1,849.4,763.4,41.3,中立,0,,,
7877,永大化工,化学,2163.0,8.154572,0.3591076,3.24,4.57,26.6,2090.7,2016.5,61.9,中立,0,,,
7878,光・彩,その他製品,1320.0,17.900732,1.7483582,2.27,-15.7,19.8,1504.3,1166.2,42.1,中立,0,,,
7879,ノダ,その他製品,644.0,,0.27984086,4.66,-0.3,94.3,651.1,652.0,43.3,中立,0,,,
7883,サンメッセ,その他製品,390.0,13.104838,0.4300857,2.56,3.52,60.6,389.7,377.5,53.4,中立,0,,,
7885,タカノ,その他製品,1078.0,26.637014,0.5047173,1.86,1.91,164.1,1102.5,1095.5,44.5,中立,0,,,
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,化学,730.0,,2.0720093,,-83.62,12.0,708.8,638.5,60.9,中立,0,,,
7887,南海プライウッド,その他製品,1546.0,4.0875683,0.28314924,2.59,7.17,74.9,1487.8,1670.6,56.2,中立,1,,,2026-07-24
7888,三光合成,化学,945.0,38.01287,0.8294363,1.69,2.38,288.1,829.8,820.9,68.9,中立,0,,,
7893,プロネクサス,その他製品,1210.0,14.536281,1.2636892,3.64,8.76,298.3,1132.4,1091.4,75.4,買われすぎ,1,,,2026-07-24
7896,セブン工業,その他製品,506.0,,0.46822283,3.95,-0.12,22.6,504.9,501.9,52.0,中立,0,,,
7897,ホクシン,その他製品,101.0,,0.5245636,1.98,,28.6,100.8,101.5,50.0,中立,0,,,
7898,ウッドワン,その他製品,895.0,,0.1877127,2.68,-3.37,83.3,880.0,903.0,56.9,中立,1,,,2026-07-24
7901,マツモト,その他製品,823.0,5.973291,0.93542606,,17.03,9.3,791.0,882.8,54.8,中立,0,,,
7902,ソノコム,その他製品,1083.0,12.942161,0.4216421,1.2,3.33,39.4,1094.0,1117.4,48.0,中立,1,,,2026-07-24
7906,ヨネックス,その他製品,2649.0,18.730114,2.8155093,1.06,16.12,2266.3,2471.0,2541.1,64.5,中立,1,,,2026-07-23
7908,きもと,化学,227.0,18.001587,0.52221483,3.52,2.99,99.1,234.6,238.7,40.0,中立,0,,,
7911,ＴＯＰＰＡＮホールディングス,その他製品,4281.0,18.8582,0.9026264,1.35,5.03,12007.4,4990.0,4755.2,34.3,中立,0,,,
7912,大日本印刷,その他製品,2991.0,12.703874,1.0839231,1.37,8.63,12827.2,3069.9,2920.8,45.5,中立,3,,,2026-07-24
7914,共同印刷,その他製品,1655.0,11.718473,0.7013919,4.83,6.19,457.5,1610.4,1559.8,64.1,中立,0,,,
7915,ＮＩＳＳＨＡ,その他製品,1325.0,62.76646,0.7043302,3.77,3.29,628.2,1348.4,1388.6,43.6,中立,0,,,
7916,光村印刷,その他製品,1845.0,15.994799,0.30844983,2.71,1.99,56.5,1820.6,1853.4,55.4,中立,0,,,
7917,ＺＡＣＲＯＳ,化学,1341.0,12.750785,1.0090148,2.68,8.52,957.0,1357.7,1336.3,48.0,中立,0,,,
7918,ヴィア・ホールディングス,小売業,107.0,,3.9401975,,-42.72,48.8,108.4,106.7,44.1,中立,0,,,
7919,野崎印刷紙業,その他製品,199.0,8.972047,0.69547105,5.03,7.76,32.1,194.9,195.2,55.0,中立,0,,,
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,その他製品,4550.0,17.369064,1.8112164,3.96,10.73,587.3,3898.0,3453.1,78.3,買われすぎ,0,,,
7927,ムトー精工,化学,2308.0,8.072471,0.7651825,5.07,9.95,160.3,2257.3,2176.2,56.3,中立,0,,,
7928,旭化学工業,化学,631.0,26.445934,0.34024444,1.58,0.89,19.2,623.9,613.4,58.3,中立,0,,,
7931,未来工業,化学,3420.0,11.767134,0.99884695,4.97,9.41,552.7,3220.0,3117.0,64.5,中立,3,,,2026-07-23
7932,ニッピ,その他製品,12420.0,12.5071745,0.84588414,5.64,7.05,347.8,12084.0,11868.0,60.9,中立,0,,,
7936,アシックス,その他製品,4800.0,34.754906,10.756808,0.79,40.86,34027.8,4684.0,4561.7,53.9,中立,0,,,
7937,ツツミ,その他製品,2621.0,11.092302,0.5842382,4.39,5.35,409.6,2613.0,2761.8,46.8,中立,0,,,
7938,リーガルコーポレーション,その他製品,2226.0,27.849367,0.48514846,6.74,1.85,66.3,2140.8,2146.9,64.4,中立,0,,,
7939,研創,その他製品,620.0,11.36572,2.8096633,3.71,21.93,23.5,588.8,578.3,70.3,買われすぎ,1,,,2026-07-24
7940,ウェーブロックホールディングス,化学,1057.0,29.582983,0.53660953,2.84,1.86,89.3,,,,,0,,,
7942,ＪＳＰ,化学,2493.0,9.898749,0.60144335,4.01,6.05,653.3,2485.1,2505.3,49.8,中立,0,,,
7943,ニチハ,ガラス・土石製品,3140.0,42.34088,0.85699326,3.63,2.02,1042.6,3020.9,3054.1,63.7,中立,0,,,
7944,ローランド,その他製品,4040.0,49.443153,2.5937538,4.21,4.48,1065.6,4122.8,4228.2,43.3,中立,0,,,
7946,光陽社,その他製品,345.0,10.550459,0.48803952,3.19,4.66,8.7,357.8,378.0,38.0,中立,0,,,
7947,エフピコ,化学,2644.0,14.385984,1.3003786,2.76,9.36,2138.4,2579.0,2462.6,61.0,中立,0,,,
7949,小松ウオール工業,その他製品,2789.0,16.080488,1.2512124,5.02,8.18,490.9,2605.6,2527.3,74.6,買われすぎ,2,,,2026-07-27
7951,ヤマハ,その他製品,1288.5,24.463642,1.1849289,2.02,5.12,5668.1,1190.4,1153.8,73.5,買われすぎ,0,,,
7952,河合楽器製作所,その他製品,3365.0,25.338856,0.6192564,2.82,2.5,289.5,3250.6,3116.6,59.1,中立,0,,,
7953,菊水化学工業,その他製品,387.0,17.941586,0.47450954,5.17,2.83,48.5,387.2,385.8,50.4,中立,1,,,2026-07-24
7955,クリナップ,その他製品,940.0,9.723803,0.54843146,4.26,5.91,331.5,925.2,908.9,55.9,中立,0,,,
7956,ピジョン,その他製品,2102.5,29.32766,3.0826457,3.61,10.8,2515.5,2033.8,1865.0,64.5,中立,0,,,
7957,フジコピアン,その他製品,2030.0,,0.3882709,5.81,-26.82,31.1,1827.1,1627.0,81.7,買われすぎ,0,,,
7962,キングジム,その他製品,807.0,43.108974,0.9001613,1.98,1.55,227.3,777.3,790.0,69.2,中立,1,,,2026-07-23
7963,興研,その他製品,1782.0,9.913769,0.6363363,1.96,5.73,86.2,1778.4,1814.5,48.5,中立,0,,,
7965,象印マホービン,電気機器,1482.0,15.410212,1.0332322,3.1,6.85,941.0,1402.4,1488.2,66.2,中立,0,,,
7966,リンテック,その他製品,5900.0,22.316362,1.5004679,2.03,6.89,3863.4,6680.0,5867.7,36.0,中立,0,,,
7970,信越ポリマー,化学,2106.0,17.22136,1.297103,3.13,7.3,1692.6,2399.6,2284.1,32.5,中立,2,,,2026-07-23
7971,東リ,化学,662.0,8.610823,0.72508454,5.14,8.98,375.7,657.8,638.5,55.8,中立,0,,,
7972,イトーキ,その他製品,2887.0,15.172378,2.4152184,3.12,18.1,1428.2,2776.0,2809.4,59.9,中立,0,,,
7974,任天堂,その他製品,7986.0,21.905258,3.1165924,2.74,14.93,92068.5,7092.3,7392.3,70.2,買われすぎ,1,,,2026-07-24
7975,リヒトラブ,その他製品,1112.0,56.2184,0.34190935,2.25,1.25,37.7,1096.3,1119.1,56.2,中立,0,,,
7976,三菱鉛筆,その他製品,2645.0,23.128716,1.0185763,1.93,5.5,1322.7,2662.9,2546.7,51.7,中立,0,,,
7979,松風,精密機器,2174.0,15.868613,1.5921631,2.53,10.71,773.7,2095.8,1903.8,60.9,中立,0,,,
7980,重松製作所,その他製品,826.0,8.365404,0.62244684,1.82,7.8,58.7,809.3,844.8,54.7,中立,0,,,
7981,タカラスタンダード,その他製品,3280.0,14.147688,1.0564018,3.78,7.71,2074.0,3110.6,2982.6,71.3,買われすぎ,0,,,
7983,ミロク,その他製品,1041.0,,0.2655691,0.96,-20.32,30.6,1043.0,1081.6,48.2,中立,0,,,
7984,コクヨ,その他製品,904.0,18.731869,1.5112635,2.71,8.27,3806.3,842.8,823.3,77.7,買われすぎ,0,,,
7985,ネポン,金属製品,785.0,,0.3076647,1.15,1.55,7.5,,,,,0,,,
7986,日本アイ・エス・ケイ,その他製品,1855.0,6.8306513,0.6000453,1.62,10.22,28.4,1861.0,1875.4,48.0,中立,0,,,
7987,ナカバヤシ,その他製品,592.0,8.365127,0.5216176,3.72,4.77,160.6,569.3,566.5,69.9,中立,0,,,
7988,ニフコ,化学,5325.0,14.736405,1.6727414,1.58,12.16,4958.9,5039.9,4658.2,72.4,買われすぎ,0,,,
7989,立川ブラインド工業,金属製品,2704.0,16.78669,0.9589125,5.18,5.88,543.5,2537.7,2484.4,85.0,買われすぎ,0,,,
7990,グローブライド,その他製品,2552.0,10.625807,0.8602008,3.92,8.58,541.0,2399.5,2348.1,69.3,中立,1,,,2026-07-24
7991,マミヤ・オーピー,機械,1113.0,6.711288,0.4403317,4.49,6.68,114.9,1075.1,1142.1,58.1,中立,0,,,
7992,セーラー万年筆,その他製品,101.0,,2.798094,,-13.36,29.9,101.9,105.3,41.5,中立,0,,,
7994,オカムラ,その他製品,2364.0,9.980579,1.0964113,4.44,11.52,2238.1,2285.3,2340.5,65.5,中立,0,,,
7995,バルカー,化学,5960.0,20.452284,1.9637129,2.85,9.86,1051.0,6802.4,6850.3,30.1,デッドクロス,2,,,2026-07-29
7997,くろがね工作所,その他製品,1030.0,4.257958,0.36324576,1.94,8.74,17.2,1027.4,998.5,51.9,中立,0,,,
8001,伊藤忠商事,卸売業,2043.0,15.973416,2.166991,2.15,13.91,142803.9,1906.1,1927.7,72.5,買われすぎ,0,,,
8002,丸紅,卸売業,5205.0,15.771294,1.9543629,2.21,13.5,84678.2,4990.5,5284.9,54.8,中立,0,,,
8005,スクロール,小売業,1725.0,21.367521,1.5473421,5.62,7.47,585.4,1693.3,1586.6,58.6,中立,0,,,
8006,ユアサ・フナショク,卸売業,1599.0,12.468808,0.6496364,2.06,5.46,282.4,1561.0,1535.3,53.9,中立,1,,,2026-07-23
8007,高島,卸売業,811.0,22.5403,1.1926295,5.67,5.2,276.3,776.0,767.1,70.1,買われすぎ,0,,,
8008,ヨンドシーホールディングス,小売業,2083.0,24.931177,1.1145707,4.08,5.45,447.3,2027.6,1903.6,58.1,中立,0,,,
8011,三陽商会,繊維製品,4760.0,12.137284,1.2199516,2.35,10.85,470.5,4317.6,3970.5,70.3,買われすぎ,1,,,2026-07-27
8012,長瀬産業,卸売業,1125.0,14.249526,1.078427,2.49,8.07,4588.1,1174.3,1168.1,40.7,中立,0,,,
8013,ナイガイ,繊維製品,374.0,58.4375,0.42819247,,3.59,29.2,353.0,342.8,68.2,中立,0,,,
8014,蝶理,卸売業,3975.0,8.155184,0.95737016,4.33,12.38,979.7,3904.0,4076.8,55.0,中立,0,,,
8015,豊田通商,卸売業,6577.0,18.735224,2.1991441,1.9,13.2,69438.4,6214.8,6438.2,59.0,中立,0,,,
8016,オンワードホールディングス,繊維製品,769.0,10.359693,1.107616,4.29,12.15,1048.0,737.9,741.1,63.8,中立,0,,,
8018,三共生興,卸売業,829.0,15.083697,0.5592762,3.26,3.89,308.9,801.9,852.1,54.9,中立,0,,,
8020,兼松,卸売業,2088.5,10.728413,1.6668156,3.35,16.16,3475.5,2087.9,2133.4,48.5,中立,0,,,
8022,美津濃,その他製品,3775.0,15.741629,1.6558491,1.75,11.21,2870.6,3535.2,3419.7,67.9,中立,2,,,2026-07-28
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,情報・通信業,993.0,8.708235,0.9148743,3.83,10.9,125.8,979.2,976.3,54.6,ゴールデンクロス,0,,,
8025,ツカモトコーポレーション,卸売業,1339.0,30.53592,0.33434227,2.24,1.17,54.0,1269.8,1244.6,64.2,中立,0,,,
8029,ルックホールディングス,繊維製品,2663.0,13.469904,0.49562645,3.76,4.7,199.4,2669.0,2636.9,50.3,中立,0,,,
8030,中央魚類,卸売業,3700.0,5.0185823,0.40331143,3.24,8.53,147.8,3612.6,3627.3,64.4,中立,1,,,2026-07-24
8031,三井物産,卸売業,4918.0,16.902668,1.5897522,2.85,10.3,139385.4,4691.1,5217.9,56.2,中立,0,,,
8032,日本紙パルプ商事,卸売業,1122.0,28.506098,0.9792857,3.21,4.17,1236.8,1104.4,1112.8,53.0,中立,0,,,
8035,東京エレクトロン,電気機器,50000.0,39.916653,10.986739,1.44,29.27,227325.6,69224.4,59038.9,28.1,売られすぎ,0,,,
8037,カメイ,卸売業,3790.0,9.746689,0.66825074,3.43,7.32,1159.7,3616.0,3474.5,67.4,中立,2,,,2026-07-24
8039,築地魚市場,卸売業,3475.0,20.013823,1.0896416,1.01,5.66,77.3,3483.8,3757.3,44.5,中立,1,,,2026-07-24
8040,東京ソワール,繊維製品,1040.0,15.189134,0.33525643,4.33,,36.0,1027.7,1041.7,57.4,中立,0,,,
8041,ＯＵＧホールディングス,卸売業,4455.0,4.469705,0.5803367,3.86,13.97,240.5,4398.0,4194.0,54.3,中立,0,,,
8043,スターゼン,卸売業,1398.0,9.58519,0.83454067,3.58,9.04,798.9,1271.0,1197.9,82.0,買われすぎ,0,,,
8045,横浜丸魚,卸売業,2033.0,20.70054,0.5840922,1.67,3.4,122.5,1947.0,1737.8,62.4,中立,0,,,
8046,丸藤シートパイル,卸売業,891.0,8.058244,0.46933815,4.26,6.17,153.6,875.4,886.8,54.5,中立,1,,,2026-07-23
8050,セイコーグループ,精密機器,6910.0,25.692507,3.2132568,1.3,13.16,5648.4,7644.0,6963.7,41.3,中立,0,,,
8051,山善,卸売業,1810.0,18.136272,1.1224458,3.98,7.18,1599.9,1732.4,1683.3,62.7,中立,0,,,
8052,椿本興業,卸売業,2891.0,10.573476,1.0638944,4.15,10.65,531.0,2801.7,2742.6,63.7,中立,0,,,
8053,住友商事,卸売業,1599.0,12.832036,1.6480865,2.5,13.52,75774.2,1574.4,1630.2,50.8,中立,0,,,
8056,ＢＩＰＲＯＧＹ,情報・通信業,5084.0,15.8875,2.7431793,2.75,17.88,4911.9,4541.7,4565.8,75.2,買われすぎ,1,,,2026-07-23
8057,内田洋行,卸売業,2227.0,9.160839,1.3423215,3.23,17.96,1098.4,2032.8,1971.2,76.1,買われすぎ,0,,,
8058,三菱商事,卸売業,4819.0,22.983736,1.8690363,2.59,8.98,176447.6,4555.9,4889.0,58.4,中立,0,,,
8059,第一実業,卸売業,3475.0,11.173274,1.2253355,3.63,11.73,1105.3,3269.8,3164.2,65.6,中立,1,,,2026-07-24
8060,キヤノンマーケティングジャパン,卸売業,3639.0,19.069328,1.9381074,2.61,11.55,7496.2,3494.5,3523.6,62.5,中立,5,,,2026-07-27
8061,西華産業,卸売業,2498.0,12.088656,1.654354,3.72,14.8,889.0,2690.0,2915.5,34.9,中立,1,,,2026-07-24
8065,佐藤商事,卸売業,2932.0,9.455625,0.7893363,2.97,9.04,607.2,2949.9,2995.4,44.3,中立,0,,,
8066,三谷商事,卸売業,2877.0,10.267666,1.2849451,3.2,13.0,2405.9,2719.2,2577.4,60.9,中立,0,,,
8070,東京産業,卸売業,836.0,8.689325,0.86512715,4.78,10.86,218.4,826.5,837.6,53.1,中立,0,,,
8074,ＹＵＡＳＡ,卸売業,5770.0,10.138103,1.0120609,4.06,10.5,1214.8,5449.6,5605.2,70.4,買われすぎ,0,,,
8075,神鋼商事,卸売業,2570.0,8.196721,0.6860732,4.05,8.6,679.1,2462.2,2405.2,66.4,中立,0,,,
8076,カノークス,卸売業,2073.0,9.430872,0.6087074,5.11,6.46,203.3,2029.6,2006.4,61.4,中立,0,,,
8077,トルク,卸売業,208.0,6.20155,0.32540882,2.88,5.46,47.0,208.6,207.8,49.0,中立,0,,,
8078,阪和興業,卸売業,1701.0,8.810733,0.77401567,3.88,9.1,3289.7,1712.2,1707.4,48.4,中立,0,,,
8079,正栄食品工業,卸売業,4585.0,19.763783,1.2920156,1.96,6.85,759.9,4253.2,4133.3,77.1,買われすぎ,0,,,
8081,カナデン,卸売業,2434.0,13.68569,1.0660989,4.11,8.02,542.7,2524.3,2460.2,39.0,中立,0,,,
8084,ＲＹＯＤＥＮ,卸売業,4145.0,16.989098,0.94539124,4.1,5.75,892.5,3935.4,3751.7,65.7,中立,2,,,2026-07-28
8085,ナラサキ産業,卸売業,4245.0,9.637433,0.73113567,3.3,8.11,212.4,4175.0,4169.5,57.5,ゴールデンクロス,0,,,
8086,ニプロ,精密機器,1669.0,22.744617,0.993035,1.92,4.87,2722.1,1585.3,1619.7,62.9,中立,1,,,2026-07-29
8088,岩谷産業,卸売業,2045.0,9.870168,1.0769007,2.3,11.62,4707.1,1965.3,1955.7,59.0,中立,0,,,
8089,ナイス,卸売業,1900.0,8.707608,0.3712032,5.05,4.4,221.0,1882.8,1894.1,53.7,中立,0,,,
8091,ニチモウ,卸売業,2384.0,9.157959,0.58486515,4.19,6.77,200.3,2307.1,2288.4,66.2,中立,0,,,
8093,極東貿易,卸売業,1769.0,11.664248,0.66902786,4.18,5.98,211.1,1736.4,1798.4,54.9,中立,1,,,2026-07-23
8095,アステナホールディングス,卸売業,511.0,8.910201,0.7266976,3.52,8.45,206.6,511.7,491.2,51.4,中立,0,,,
8097,三愛オブリ,卸売業,2358.0,15.970201,1.258625,4.24,7.92,1459.2,2187.8,2194.8,82.1,買われすぎ,1,,,2026-07-23
8098,稲畑産業,卸売業,4025.0,10.453459,0.91129035,3.55,9.35,2148.6,3949.6,3920.1,61.5,中立,0,,,
8101,ＧＳＩクレオス,卸売業,2745.0,13.246791,1.0431293,3.86,8.17,333.1,2500.6,2419.8,74.1,買われすぎ,0,,,
8103,明和産業,卸売業,926.0,11.023809,0.8919507,5.08,8.6,351.6,900.2,869.0,60.9,中立,0,,,
8104,クワザワホールディングス,卸売業,679.0,9.413559,0.5850503,4.42,6.41,100.4,677.0,628.4,52.8,中立,0,,,
8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,卸売業,88.0,,1.4183483,,-16.09,56.7,129.6,152.8,30.0,売られすぎ,0,,,
8107,キムラタン,繊維製品,31.0,,5.185681,,-7.05,85.4,32.3,32.3,34.4,デッドクロス,0,,,
8111,ゴールドウイン,繊維製品,2426.0,13.802128,2.5640213,2.89,19.98,3318.0,2261.8,2206.7,73.0,買われすぎ,0,,,
8113,ユニ・チャーム,化学,1050.5,30.40521,2.307123,2.09,7.7,18077.0,963.4,937.8,73.7,買われすぎ,0,,,
8115,ムーンバット,卸売業,1564.0,12.357775,1.2052242,4.35,10.12,70.5,1663.1,1608.2,38.9,中立,0,,,
8117,中央自動車工業,卸売業,2017.0,11.5554285,1.7707008,3.27,16.26,1114.7,2082.3,1994.0,40.1,中立,0,,,
8118,キング,繊維製品,1238.0,31.565527,0.85361,1.45,2.74,197.4,1236.6,1163.7,53.5,中立,0,,,
8119,三栄コーポレーション,卸売業,788.0,13.181666,0.5099901,3.93,4.05,74.9,777.6,776.7,58.0,ゴールデンクロス,0,,,
8123,川辺,卸売業,1358.0,13.252659,0.33293682,3.68,2.56,24.8,1332.2,1342.9,60.1,中立,1,,,2026-07-28
8125,ワキタ,卸売業,1927.0,27.631203,0.98538184,5.19,3.54,958.3,1813.0,1772.4,76.1,買われすぎ,0,,,
8127,ヤマトインターナショナル,繊維製品,593.0,82.937065,0.69486105,2.36,1.05,120.7,592.4,593.7,49.2,中立,0,,,
8129,東邦ホールディングス,卸売業,4318.0,16.55675,1.0292878,4.17,6.56,2793.8,3991.4,4162.3,71.4,買われすぎ,0,,,
8130,サンゲツ,卸売業,3145.0,12.629507,1.521146,4.93,12.32,1849.0,2998.4,2966.2,76.7,買われすぎ,0,,,
8131,ミツウロコグループホールディングス,卸売業,2143.0,13.006008,1.1126052,3.08,9.01,1171.0,2057.7,1968.3,61.9,中立,0,,,
8132,シナネンホールディングス,卸売業,6900.0,16.932516,1.2464421,1.74,7.7,748.0,6926.0,7336.8,46.9,中立,0,,,
8133,伊藤忠エネクス,卸売業,2109.0,14.823926,1.3100778,3.22,8.88,2381.4,2036.3,1997.0,65.8,中立,0,,,
8135,ゼット,卸売業,421.0,8.44703,0.53753626,4.28,6.53,82.4,427.7,426.3,44.4,中立,0,,,
8136,サンリオ,卸売業,1343.0,29.991068,10.452337,1.19,41.67,16282.9,1150.3,993.3,73.8,買われすぎ,0,,,
8137,サンワテクノス,卸売業,3670.0,17.29419,1.0800723,3.54,6.36,573.6,3767.6,3622.4,44.3,中立,3,,,2026-07-29
8138,三京化成,卸売業,4035.0,4.8219986,0.39508238,2.48,8.4,36.3,4024.4,4130.7,48.9,中立,0,,,
8139,ナガホリ,卸売業,2094.0,29.156223,2.273707,0.72,8.11,321.1,2133.5,2277.3,45.3,中立,0,,,
8141,新光商事,卸売業,1572.0,40.60966,0.8524784,1.18,2.21,448.8,1587.2,1574.1,43.8,中立,1,,,2026-07-29
8142,トーホー,卸売業,1420.0,9.937715,1.2938025,4.3,14.63,452.8,1362.7,1345.3,65.2,中立,1,,,2026-07-28
8143,ラピーヌ,繊維製品,142.0,,0.46944165,,-23.25,3.4,144.2,166.5,39.8,中立,0,,,
8144,デンキョーグループホールディングス,卸売業,1268.0,24.235474,0.28979942,3.15,1.22,79.7,1282.1,1318.4,36.9,中立,1,,,2026-07-23
8147,トミタ,卸売業,1396.0,10.853678,0.5602488,1.79,5.04,72.4,1368.7,1270.8,54.2,中立,0,,,
8150,三信電気,卸売業,2865.0,7.0749474,0.76364774,4.89,11.45,350.8,2815.4,2776.7,53.9,中立,0,,,
8151,東陽テクニカ,卸売業,1917.0,16.442234,1.3923904,3.65,8.68,414.2,1949.5,1922.4,44.4,中立,0,,,
8152,ソマール,卸売業,7500.0,9.764354,0.65070045,1.33,7.0,145.3,7526.8,6906.0,49.7,中立,0,,,
8153,モスフードサービス,卸売業,4055.0,27.291695,2.1183708,0.84,8.03,1246.5,3748.6,3777.1,74.2,買われすぎ,0,,,
8154,加賀電子,卸売業,4305.0,6.856734,1.118086,3.25,17.81,2051.7,4241.2,4301.7,51.0,中立,2,,,2026-07-29
8157,都築電気,情報・通信業,4085.0,11.479556,1.53993,4.65,14.15,744.0,3988.6,3871.8,55.6,中立,0,,,
8158,ソーダニッカ,卸売業,1177.0,11.357716,0.79538846,3.74,7.46,268.6,1152.3,1095.7,58.1,中立,0,,,
8159,立花エレテック,卸売業,3310.0,10.040039,0.6929569,3.63,7.42,727.4,3294.6,3117.9,52.3,中立,0,,,
8160,木曽路,小売業,2548.0,41.49837,2.271613,1.18,5.58,717.5,2382.4,2346.2,74.9,買われすぎ,0,,,
8163,ＳＲＳホールディングス,小売業,1440.0,39.130436,3.337629,0.69,9.98,595.5,1276.9,1217.2,88.2,買われすぎ,1,,,2026-07-28
8165,千趣会,小売業,110.0,1.3059479,0.32008287,,29.0,51.5,109.4,119.3,46.4,中立,0,,,
8166,タカキュー,小売業,78.0,6.4356437,0.31804022,,9.96,32.5,78.4,78.7,46.2,中立,1,,,2026-07-29
8167,リテールパートナーズ,小売業,1402.0,11.714572,0.65640485,2.85,5.42,594.3,1351.5,1320.3,61.7,中立,0,,,
8173,Ｊｏｓｈｉｎ,小売業,4060.0,32.003784,0.99723333,2.46,3.12,1050.7,3722.6,3352.8,68.2,中立,0,,,
8174,日本瓦斯,小売業,2970.5,21.733246,4.7237997,3.7,22.02,3164.4,2867.1,2815.9,67.6,中立,0,,,
8179,ロイヤルホールディングス,小売業,1373.0,23.91153,2.4918149,1.27,11.1,1352.8,1252.8,1298.0,74.2,買われすぎ,0,,,
8181,東天紅,小売業,1024.0,4.2535515,0.28130916,1.46,-1.36,26.3,1028.5,1016.4,50.1,中立,0,,,
8185,チヨダ,小売業,1023.0,147.40634,0.6951003,5.28,-0.5,347.3,988.8,972.7,70.0,買われすぎ,0,,,
8194,ライフコーポレーション,小売業,2587.0,11.888786,1.4201396,2.71,12.26,2238.2,2519.2,2546.0,58.4,中立,0,,,
