code,name,sector,price,per,pbr,dividend_yield,roe,market_cap_oku_yen,ma25,ma75,rsi14,signal,news_count,news_sentiment,news_label,news_latest
1301,極洋,水産・農林業,4670.0,8.108342,0.7172199,3.43,8.88,554.7,4481.2,4490.9,69.5,中立,0,,,
130A,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,医薬品,411.0,,1.4946107,,-21.32,26.7,423.8,433.6,44.2,中立,0,,,
1332,ニッスイ,水産・農林業,1340.5,14.871311,1.3545727,2.39,9.92,4065.4,1278.7,1279.9,64.0,中立,0,,,
1333,Ｕｍｉｏｓ,水産・農林業,1378.5,9.397368,0.8429445,3.26,9.96,2084.1,1317.1,1309.4,72.6,買われすぎ,1,,,2026-07-27
135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,情報・通信業,3565.0,56.336918,17.527643,,37.17,365.6,4039.4,3871.6,40.3,中立,0,,,
1375,ユキグニファクトリー,水産・農林業,1204.0,16.237356,3.2511106,1.66,21.65,480.2,1150.8,1093.2,76.5,買われすぎ,1,,,2026-07-23
1376,カネコ種苗,水産・農林業,1575.0,13.111888,0.6457758,3.05,5.12,172.7,1497.3,1432.9,69.8,中立,0,,,
1377,サカタのタネ,水産・農林業,4525.0,15.8995075,1.0715168,2.21,7.16,1912.3,4306.2,4191.2,69.0,中立,0,,,
1379,ホクト,水産・農林業,1989.0,10.365853,0.96033657,3.12,11.51,623.5,1905.3,1878.5,74.1,買われすぎ,0,,,
137A,Ｃｏｃｏｌｉｖｅ,情報・通信業,663.0,14.466506,5.4181275,,,19.6,753.0,707.3,36.0,中立,0,,,
1380,秋川牧園,水産・農林業,999.0,192.48555,1.9140425,1.0,0.96,41.6,1001.7,1007.8,46.7,中立,0,,,
1381,アクシーズ,水産・農林業,3425.0,8.600125,0.82608205,3.28,12.04,192.3,3512.3,3661.1,40.5,中立,0,,,
1382,ホーブ,水産・農林業,830.0,,0.87072283,6.02,-1.47,6.3,1138.0,1389.2,14.8,売られすぎ,1,,,2026-07-23
1383,ベルグアース,水産・農林業,3030.0,45.943897,2.3179154,0.33,4.86,48.5,2925.1,2966.0,77.0,買われすぎ,0,,,
1384,ホクリヨウ,水産・農林業,2022.0,4.428384,1.7275023,3.96,11.24,171.0,2026.4,2250.5,45.8,中立,0,,,
138A,光フードサービス,小売業,2921.0,19.189331,2.058801,1.64,11.18,29.0,2983.2,3041.1,43.0,中立,0,,,
1401,エムビーエス,建設業,1265.0,15.613429,2.2592149,1.19,14.94,87.7,1293.8,1316.7,44.3,中立,1,,,2026-07-27
1407,ウエストホールディングス,建設業,2648.0,20.309862,2.995526,2.64,20.72,1050.2,2479.6,2533.9,54.6,中立,0,,,
1414,ショーボンドホールディングス,建設業,1353.0,18.768208,2.619438,3.36,14.64,2719.0,1270.1,1275.6,79.3,買われすぎ,0,,,
1417,ミライト・ワン,建設業,3578.0,13.666922,1.1352963,2.79,8.61,3145.6,3750.6,3849.9,35.6,中立,0,,,
1418,インターライフホールディングス,建設業,604.0,11.27076,1.9190016,4.97,22.26,92.1,551.7,535.2,70.2,買われすぎ,1,,,2026-07-28
1419,タマホーム,建設業,3105.0,74.08733,3.0337465,4.19,3.82,900.1,2964.4,3169.3,59.3,中立,1,,,2026-07-28
141A,トライアルホールディングス,小売業,3035.0,38.632893,2.8442397,0.53,7.55,3722.2,3021.4,3313.7,51.7,中立,0,,,
1420,サンヨーホームズ,建設業,644.0,5.252426,0.46000987,3.88,8.67,79.9,638.7,628.3,58.2,中立,0,,,
1429,日本アクア,建設業,763.0,12.845118,2.2633832,4.59,18.18,245.5,742.4,719.4,63.2,中立,0,,,
142A,ジンジブ,サービス業,760.0,12.094208,3.8332148,,37.72,22.1,756.6,757.9,49.5,中立,0,,,
1430,ファーストコーポレーション,建設業,1014.0,9.616843,1.090929,5.03,18.01,121.6,974.0,978.7,61.5,中立,0,,,
1431,Ｌｉｂ　Ｗｏｒｋ,建設業,656.0,67.14432,3.5117962,0.98,4.61,152.6,644.1,643.7,63.3,中立,0,,,
1433,ベステラ,建設業,1137.0,13.9818,1.8797925,3.52,12.05,100.7,1138.5,1084.3,51.2,中立,0,,,
1434,ＪＥＳＣＯホールディングス,建設業,1618.0,7.3545456,1.3409826,2.97,23.77,112.6,1805.2,2030.0,31.2,中立,0,,,
1435,ｒｏｂｏｔ　ｈｏｍｅ,不動産業,161.0,7.2719064,1.3118654,1.24,18.38,143.1,164.4,175.1,42.7,中立,0,,,
1436,グリーンエナジー＆カンパニー,建設業,1221.0,31.469072,2.72876,0.9,9.19,151.0,1376.4,1493.6,38.4,中立,2,,,2026-07-23
1438,岐阜造園,建設業,1950.0,12.675508,1.406763,2.05,11.79,63.3,1902.5,1877.9,64.5,中立,0,,,
143A,イシン,サービス業,657.0,269.2623,1.0391032,,-1.74,12.7,701.6,707.3,32.9,中立,0,,,
1443,技研ホールディングス,建設業,251.0,6.6419687,0.31533495,0.44,5.14,40.7,250.1,260.1,50.5,中立,0,,,
1444,ニッソウ,建設業,2826.0,,1.8677642,,-4.19,30.7,2860.4,2812.7,45.1,中立,0,,,
1446,キャンディル,建設業,536.0,19.427328,1.5859395,1.87,8.43,49.9,533.8,527.5,54.2,中立,0,,,
1447,ＳＡＡＦホールディングス,建設業,383.0,20.296766,8.57898,1.25,11.74,93.3,350.7,315.3,57.0,中立,2,,,2026-07-24
1450,ＴＡＮＡＫＥＮ,建設業,1449.0,8.3893,1.3516879,3.8,17.12,126.0,1392.5,1409.0,60.1,中立,0,,,
145A,Ｌ　ｉｓ　Ｂ,情報・通信業,829.0,30.624308,2.2208352,,8.8,42.5,807.7,822.2,52.6,中立,0,,,
146A,コロンビア・ワークス,不動産業,3110.0,6.2634683,1.3745705,3.02,24.04,238.5,3146.4,3245.0,48.0,中立,0,,,
147A,ソラコム,情報・通信業,1011.0,72.73382,4.06715,,5.86,462.4,1044.3,1031.5,45.9,中立,0,,,
148A,ハッチ・ワーク,情報・通信業,1670.0,13.494949,3.1180508,,27.37,32.1,1675.2,1738.5,47.0,中立,0,,,
1491,中外鉱業,非鉄金属,723.0,6.874584,1.1092547,4.7,17.24,103.9,707.6,772.1,52.2,中立,0,,,
149A,シンカ,情報・通信業,737.0,56.518406,2.2559752,,4.24,23.7,768.4,783.3,43.9,中立,0,,,
150A,ＪＳＨ,サービス業,454.0,,1.3273535,,-7.32,25.7,430.0,382.1,50.2,中立,2,,,2026-07-27
1514,住石ホールディングス,鉱業,570.0,12.925171,1.1697826,2.63,9.23,341.0,562.9,638.1,47.9,中立,0,,,
1515,日鉄鉱業,鉱業,2700.0,15.138772,1.3504983,2.3,10.15,2124.4,2551.7,2511.1,53.8,中立,1,,,2026-07-29
1518,三井松島ホールディングス,その他製品,2349.0,15.850203,1.6164405,5.53,11.11,869.8,1677.1,1497.4,86.0,買われすぎ,0,,,
151A,ダイブ,サービス業,645.0,11.627907,2.090965,,19.67,54.2,630.6,616.4,59.5,中立,0,,,
153A,カウリス,情報・通信業,1174.0,27.327747,4.7988095,0.47,23.09,74.5,1236.1,1466.1,40.1,中立,0,,,
155A,情報戦略テクノロジー,情報・通信業,814.0,29.029957,4.4441533,,,83.7,871.5,851.8,39.0,中立,0,,,
156A,マテリアルグループ,サービス業,831.0,12.907736,3.365885,3.14,29.21,78.5,863.8,839.1,41.7,中立,0,,,
157A,グリーンモンスター,サービス業,713.0,,1.7767477,1.4,-9.98,23.6,865.9,915.6,35.4,中立,0,,,
1605,ＩＮＰＥＸ,鉱業,3616.0,10.938682,0.8594132,2.99,8.28,42024.8,3420.8,3630.5,56.3,中立,0,,,
160A,アズパートナーズ,サービス業,2057.0,6.279574,1.426873,3.89,25.38,73.8,2017.9,2039.8,54.8,中立,1,,,2026-07-24
1662,石油資源開発,鉱業,1766.0,8.461501,0.7204287,2.55,9.15,4520.9,1672.9,1879.1,57.2,中立,0,,,
1663,Ｋ＆Ｏエナジーグループ,鉱業,1826.0,11.666986,0.9080931,1.64,7.92,975.2,1857.7,2079.9,42.8,中立,1,,,2026-07-23
166A,タスキホールディングス,不動産業,1064.0,11.648786,2.062783,3.76,,656.7,1115.6,977.5,45.4,中立,0,,,
167A,リョーサン菱洋ホールディングス,卸売業,2840.0,15.324842,0.8319333,4.93,5.54,1138.9,2761.6,2756.0,58.3,中立,1,,,2026-07-24
168A,イタミアート,その他製品,1069.0,10.4038925,1.1824149,1.87,11.94,15.7,1073.4,1146.4,45.0,中立,0,,,
1711,ＳＤＳホールディングス,建設業,233.0,,4.1695,,-5.69,24.3,232.1,241.5,48.4,中立,0,,,
1716,第一カッター興業,建設業,1400.0,9.217803,0.7843067,2.86,9.41,157.5,1385.6,1383.4,53.6,ゴールデンクロス,0,,,
1717,明豊ファシリティワークス,サービス業,946.0,11.915858,1.8255781,4.65,16.04,111.2,927.6,933.6,63.3,中立,0,,,
1718,美樹工業,建設業,6800.0,4.7288556,0.41718745,4.41,8.86,73.0,6982.1,6951.5,43.9,中立,1,,,2026-07-27
1719,安藤・間,建設業,1828.0,9.636776,1.3770193,4.6,15.62,2867.8,1806.6,1835.0,54.9,中立,0,,,
1720,東急建設,建設業,1159.0,9.183107,1.1052147,3.8,12.61,1231.7,1180.2,1246.1,43.7,中立,1,,,2026-07-23
1721,コムシスホールディングス,建設業,5257.0,16.964632,1.5170872,2.57,9.37,6070.3,5337.0,5414.8,46.3,中立,1,,,2026-07-24
1723,日本電技,建設業,2101.0,15.863787,2.8437278,3.43,15.87,1339.0,2282.1,2356.4,42.1,中立,4,,,2026-07-24
1724,シンクレイヤ,建設業,683.0,13.111921,1.2413172,4.39,25.2,30.6,685.7,695.9,46.6,中立,1,,,2026-07-28
1736,オーテック,建設業,2432.0,10.390942,1.4205251,4.03,14.64,376.8,2515.6,2400.0,44.4,中立,0,,,
173A,ハンモック,情報・通信業,1521.0,9.481953,1.9947541,2.96,23.08,64.2,1424.7,1394.3,71.2,買われすぎ,0,,,
1758,太洋基礎工業,建設業,2425.0,10.448983,0.5006003,2.68,5.87,48.4,2417.2,2477.7,49.5,中立,0,,,
175A,Ｗｉｌｌ　Ｓｍａｒｔ,情報・通信業,602.0,,-17.368223,,,13.0,608.0,634.6,46.8,中立,1,,,2026-07-24
1762,高松コンストラクショングループ,建設業,3805.0,11.587892,0.902082,3.78,8.04,1324.8,3654.2,3561.9,65.9,中立,0,,,
1764,工藤建設,建設業,2670.0,6.784226,0.57481056,4.38,,33.3,2706.3,2858.3,41.1,中立,0,,,
1766,東建コーポレーション,建設業,13670.0,11.044323,1.3042579,2.93,12.92,1517.5,12922.8,12882.0,73.0,ゴールデンクロス,3,,,2026-07-29
1768,ソネック,建設業,1067.0,5.7022233,0.74971896,4.69,14.04,77.9,1073.1,1114.1,48.4,中立,0,,,
1770,藤田エンジニアリング,建設業,2050.0,10.229541,0.91168934,3.32,9.29,188.3,2077.1,1851.6,48.9,中立,1,,,2026-07-24
177A,コージンバイオ,化学,882.0,17.952372,0.7584846,1.13,4.28,45.1,890.8,1117.2,41.4,中立,0,,,
1780,ヤマウラ,建設業,1544.0,9.233345,2.1196678,2.46,10.43,287.6,1479.3,1439.2,74.3,買われすぎ,0,,,
1783,ｆａｎｔａｓｉｓｔａ,不動産業,48.0,,1.2530347,,-0.7,92.8,50.0,56.3,36.9,中立,0,,,
1786,オリエンタル白石,建設業,374.0,14.296637,0.90552074,3.88,6.48,481.1,353.3,348.8,72.0,買われすぎ,0,,,
1787,ナカボーテック,建設業,5800.0,11.990408,1.5177822,4.48,13.11,142.2,5755.2,5506.5,50.4,中立,0,,,
1788,三東工業社,建設業,4200.0,8.097166,0.69466454,1.67,9.42,26.3,4272.6,4485.4,37.2,中立,0,,,
1793,大本組,建設業,2025.0,28.357372,1.4413211,3.65,3.31,515.0,2008.6,1864.4,54.3,中立,0,,,
1795,マサル,建設業,5500.0,11.649087,0.89628124,2.0,7.92,48.3,5114.6,4914.9,64.5,中立,0,,,
1798,守谷商会,建設業,1049.0,4.1686535,0.6100167,3.62,15.81,114.4,1109.0,1100.1,40.3,中立,0,,,
1799,第一建設工業,建設業,3435.0,11.713155,2.12317,4.66,6.01,608.2,3381.6,3442.7,55.5,中立,0,,,
1801,大成建設,建設業,13035.0,12.718438,2.2412002,2.92,18.49,21248.2,13974.2,14750.9,38.5,中立,0,,,
1802,大林組,建設業,3263.0,13.083401,1.7826276,2.88,14.07,22430.6,3253.8,3379.3,50.2,中立,1,,,2026-07-27
1803,清水建設,建設業,2391.5,12.807262,1.6608874,3.22,13.41,16243.1,2513.3,2666.1,40.4,中立,0,,,
1807,佐藤渡辺,建設業,1866.0,13.1761055,0.5106379,4.29,4.06,116.5,1833.0,1856.2,57.0,中立,1,,,2026-07-24
1808,長谷工コーポレーション,建設業,2902.5,14.199403,1.3649945,3.45,10.02,7681.3,2813.3,2759.1,63.4,中立,0,,,
1810,松井建設,建設業,1464.0,9.636651,0.7321889,4.78,8.08,417.5,1414.8,1427.3,61.3,中立,0,,,
1811,錢高組,建設業,7960.0,13.401575,0.49465704,1.51,4.01,570.1,8114.0,8160.0,46.7,中立,0,,,
1812,鹿島建設,建設業,5397.0,14.219096,1.7771517,2.71,13.18,24896.3,5750.7,5854.2,38.3,中立,0,,,
1813,不動テトラ,建設業,2620.0,8.894019,1.0423957,3.24,12.21,396.9,2704.6,2793.3,43.0,中立,0,,,
1814,大末建設,建設業,3490.0,9.547257,1.42525,5.33,15.77,359.3,3453.0,3348.6,51.1,中立,0,,,
1815,鉄建建設,建設業,4400.0,12.193095,0.7816383,2.61,6.78,613.0,4484.2,4607.6,44.9,中立,0,,,
1820,西松建設,建設業,5307.0,8.705994,1.0751299,4.71,12.37,2095.4,5325.8,5464.2,46.6,中立,0,,,
1822,大豊建設,建設業,788.0,15.271318,0.92183363,4.82,6.34,664.1,780.7,756.6,55.0,中立,0,,,
1826,佐田建設,建設業,1077.0,13.454091,1.1430439,5.57,7.17,129.7,1043.5,1025.9,60.7,中立,1,,,2026-07-23
1827,ナカノフドー建設,建設業,1362.0,10.673982,0.9408722,1.84,9.13,468.0,1273.1,1298.8,59.6,中立,0,,,
1828,田辺工業,建設業,2300.0,6.9953465,0.8629892,4.35,13.04,241.5,2390.8,2376.2,41.4,中立,1,,,2026-07-23
1833,奥村組,建設業,5810.0,11.350538,1.0584059,5.16,11.19,2084.1,5689.2,5802.9,57.2,中立,0,,,
1835,東鉄工業,建設業,4170.0,11.179325,1.0826006,3.65,10.18,1436.2,4181.0,4590.4,47.6,中立,0,,,
1840,土屋ホールディングス,建設業,243.0,,0.5159247,4.12,-2.39,62.6,239.0,232.0,59.0,中立,0,,,
1844,大盛工業,建設業,502.0,18.031609,1.5225178,2.29,8.23,94.0,498.3,516.3,51.8,中立,0,,,
1847,イチケン,建設業,2665.0,6.0391126,0.9667079,4.69,17.29,386.9,2666.7,2647.1,48.8,中立,0,,,
1848,富士ピー・エス,建設業,705.0,12.533334,0.94762653,3.55,7.8,124.5,644.0,606.2,74.3,買われすぎ,0,,,
184A,学びエイド,情報・通信業,316.0,,2.8988698,,74.96,10.8,311.2,326.1,49.9,中立,2,,,2026-07-29
1850,南海辰村建設,建設業,417.0,5.744593,0.6101451,1.92,11.32,116.9,429.9,425.1,44.1,中立,1,,,2026-07-29
1852,淺沼組,建設業,873.0,13.602368,1.4163456,6.41,10.81,702.6,854.0,863.0,59.2,中立,1,,,2026-07-24
1853,森組,建設業,331.0,11.708525,3.6936605,4.23,17.45,108.4,325.6,319.7,60.3,中立,0,,,
1860,戸田建設,建設業,1504.0,12.196902,1.139262,3.99,9.92,4452.4,1565.3,1515.8,40.4,中立,0,,,
1861,熊谷組,建設業,1426.0,12.188034,1.2897682,3.51,10.85,2423.0,1449.6,1449.2,44.6,ゴールデンクロス,0,,,
1866,北野建設,建設業,1117.0,7.7866855,0.52675414,2.69,7.04,271.7,1128.4,1104.0,49.5,中立,1,,,2026-07-23
1867,植木組,建設業,2737.0,7.472833,0.56707853,4.02,7.97,180.0,2609.3,2543.9,61.5,中立,1,,,2026-07-24
186A,アストロスケールホールディングス,サービス業,906.0,,15.247392,,-94.32,1253.8,1084.8,1523.1,31.0,中立,1,,,2026-07-29
1870,矢作建設工業,建設業,1946.0,9.893239,1.1056504,5.14,11.69,840.3,1866.8,1919.5,67.8,中立,0,,,
1871,ピーエス・コンストラクション,建設業,2224.0,11.154019,1.5901047,4.54,15.12,1041.3,2209.0,2342.6,50.1,中立,0,,,
1873,日本ハウスホールディングス,建設業,314.0,9.375933,0.5512389,3.82,6.04,125.6,308.8,305.5,56.6,中立,0,,,
1878,大東建託,不動産業,3601.0,12.049121,2.3623307,4.53,20.54,11718.4,3187.5,3274.1,79.3,買われすぎ,0,,,
1879,新日本建設,建設業,2108.0,8.10146,0.9163779,3.7,11.85,1233.0,2087.8,2112.3,50.9,中立,0,,,
1882,東亜道路工業,建設業,1638.0,22.081423,1.4110374,5.49,6.31,756.9,1579.5,1567.1,70.6,買われすぎ,1,,,2026-07-28
1885,東亜建設工業,建設業,1990.0,8.013207,1.3202817,3.87,17.22,1538.6,2057.7,2385.5,40.0,中立,0,,,
1887,日本国土開発,建設業,517.0,7.5662227,0.5794756,5.8,7.94,412.3,521.9,543.2,45.8,中立,0,,,
1888,若築建設,建設業,3730.0,10.874636,0.87921166,3.89,8.52,474.7,3365.2,3477.3,70.4,買われすぎ,0,,,
1893,五洋建設,建設業,1443.5,11.491004,1.98824,3.6,18.67,3914.4,1633.1,1716.6,32.1,中立,0,,,
1897,金下建設,建設業,3085.0,27.547104,0.32598802,1.62,1.25,64.9,3123.2,3206.5,45.7,中立,0,,,
1898,世紀東急工業,建設業,1508.0,11.831162,1.2494087,5.04,10.86,552.4,1462.0,1455.1,66.9,中立,0,,,
1899,福田組,建設業,3860.0,11.526173,0.7115519,3.37,6.89,639.3,3767.8,3885.1,54.3,中立,0,,,
189A,Ｄ＆Ｍカンパニー,サービス業,1000.0,10.667805,0.9790091,2.0,9.89,22.9,983.4,947.2,58.7,中立,0,,,
1904,大成温調,建設業,5070.0,8.838296,1.025625,3.91,12.16,315.2,5076.6,5108.0,48.7,中立,0,,,
1905,テノックス,建設業,1489.0,10.546821,0.7283018,4.16,6.96,99.3,1518.2,1490.0,44.5,中立,0,,,
1909,日本ドライケミカル,機械,3695.0,19.493538,3.1901712,0.61,16.19,990.8,3697.6,3475.1,52.9,中立,2,,,2026-07-24
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,医薬品,73.0,,2.4173787,,-55.63,54.9,77.4,104.9,39.2,中立,1,,,2026-07-28
1911,住友林業,建設業,1406.5,8.08287,0.69429773,3.55,12.99,8624.2,1347.6,1330.7,64.1,中立,0,,,
1914,日本基礎技術,建設業,732.0,8.1659975,0.54168934,4.1,6.96,133.9,687.1,695.7,68.1,中立,1,,,2026-07-24
1921,巴コーポレーション,建設業,1724.0,10.14058,0.7979793,1.39,8.52,578.6,1729.8,1819.2,49.1,中立,0,,,
1925,大和ハウス工業,建設業,4909.0,8.664572,1.049584,2.67,12.53,30403.7,4549.8,4559.5,76.3,買われすぎ,0,,,
1926,ライト工業,建設業,3825.0,13.26605,1.7864599,5.54,13.92,1570.6,3968.6,3966.5,35.2,中立,0,,,
1928,積水ハウス,建設業,3750.0,9.451081,1.1255897,3.89,12.64,24308.9,3482.8,3412.6,77.8,買われすぎ,0,,,
1929,日特建設,建設業,1172.0,11.745841,1.2987099,4.27,11.65,489.5,1120.7,1139.9,67.2,中立,0,,,
192A,インテグループ,サービス業,1205.0,,1.4245081,4.15,,25.8,1225.5,1377.7,39.3,中立,2,,,2026-07-28
1930,北陸電気工事,建設業,1466.0,10.495419,0.8748771,3.27,8.6,403.2,1624.7,1609.2,31.9,中立,1,,,2026-07-28
1934,ユアテック,建設業,2397.0,15.934322,1.0602385,3.25,7.74,1646.4,2396.9,2441.0,51.3,中立,2,,,2026-07-28
1938,日本リーテック,建設業,2399.0,10.698359,0.8582272,4.04,8.35,594.5,2597.4,2693.6,31.3,中立,1,,,2026-07-24
1939,四電工,建設業,1983.0,12.506307,1.3203452,4.24,11.07,938.6,2004.5,1972.1,49.4,中立,0,,,
1941,中電工,建設業,4975.0,14.544232,1.0782653,2.81,7.86,2633.9,5257.4,4995.2,40.4,中立,1,,,2026-07-23
1942,関電工,建設業,5596.0,17.948553,2.8536258,2.32,16.76,11136.8,6346.6,6362.9,32.5,デッドクロス,0,,,
1944,きんでん,建設業,7202.0,20.567152,2.1560066,1.94,10.97,11846.0,7689.6,7452.1,42.5,中立,2,,,2026-07-29
1945,東京エネシス,建設業,1921.0,14.888011,0.87855333,4.06,6.09,636.5,2058.8,2123.8,35.8,中立,1,,,2026-07-24
1946,トーエネック,建設業,1993.0,10.391032,1.2083299,3.81,12.29,1850.2,2167.8,2173.6,37.0,デッドクロス,1,,,2026-07-29
1948,弘電社,建設業,11400.0,35.211266,3.9798145,0.96,12.29,995.6,11432.8,9540.0,71.3,買われすぎ,2,,,2026-07-29
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,サービス業,1262.0,13.39845,2.8309486,,30.78,95.3,1508.0,1497.0,30.5,中立,1,,,2026-07-23
1950,日本電設工業,建設業,3935.0,12.711591,1.0646464,3.23,8.56,2296.9,4196.4,4490.7,35.8,中立,0,,,
1951,エクシオグループ,建設業,2645.0,17.502647,1.577734,3.02,9.2,5375.1,2682.5,2781.8,45.3,中立,0,,,
1952,新日本空調,建設業,3130.0,11.714071,1.7207615,3.83,16.0,1422.5,3588.4,3496.9,30.2,中立,0,,,
1959,クラフティア,建設業,8912.0,15.739466,1.813051,2.47,12.14,6303.9,9028.2,9163.2,48.3,中立,0,,,
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,サービス業,729.0,,2.296866,,-35.05,24.9,716.1,733.7,50.3,中立,0,,,
1960,サンテック,建設業,1433.0,7.955365,0.6573557,3.84,8.91,220.0,1464.1,1441.5,46.3,中立,0,,,
1961,三機工業,建設業,2203.0,43.2215,2.771118,2.95,20.8,3365.1,2685.5,2542.1,28.9,売られすぎ,1,,,2026-07-23
1963,日揮ホールディングス,建設業,2225.5,12.866393,1.2534144,2.34,10.17,5382.4,2386.9,2517.8,37.6,中立,0,,,
1964,中外炉工業,建設業,3815.0,5.9269505,0.9303954,4.72,13.77,266.3,4008.8,4185.5,38.1,中立,1,,,2026-07-24
1965,テクノ菱和,建設業,5440.0,9.527145,1.6822143,3.24,19.85,1115.4,6033.2,6231.7,38.0,中立,0,,,
1966,高田工業所,建設業,1696.0,9.898448,0.57197976,4.13,5.81,124.0,1742.0,1719.0,43.7,中立,1,,,2026-07-24
1967,ヤマト,建設業,1976.0,10.001012,1.0352043,3.9,11.01,442.4,2011.8,2085.8,40.8,中立,0,,,
1968,太平電業,建設業,2393.0,12.670761,1.194529,3.13,9.93,1510.1,2514.1,2694.3,36.4,中立,0,,,
1969,高砂熱学工業,建設業,4148.0,14.5141535,2.5966823,2.97,19.04,5428.2,4778.8,4632.4,29.9,売られすぎ,0,,,
196A,ＭＦＳ,その他金融業,274.0,35.584415,1.0682428,,3.72,27.9,273.0,270.9,51.0,中立,0,,,
1972,三晃金属工業,建設業,1298.0,9.459951,1.6719953,4.93,12.16,250.2,1262.2,1252.9,61.6,中立,0,,,
1975,朝日工業社,建設業,3680.0,10.275024,1.872321,3.91,19.9,952.2,4268.0,3996.4,33.7,中立,0,,,
1976,明星工業,建設業,1983.0,16.951614,1.3191286,4.03,7.88,910.2,1870.7,1813.5,67.5,中立,1,,,2026-07-24
1979,大氣社,建設業,4220.0,17.22449,1.6515503,3.27,10.62,2658.6,4702.0,4252.1,32.2,中立,0,,,
197A,タウンズ,医薬品,482.0,14.036109,3.1462142,5.81,12.44,513.1,472.1,477.8,57.8,中立,1,,,2026-07-24
1980,ダイダン,建設業,2368.0,11.421406,2.3481464,3.63,22.26,3063.7,2744.4,2691.1,29.7,売られすぎ,0,,,
1981,協和日成,建設業,1354.0,11.469716,1.2836581,3.84,7.25,131.6,1316.8,1344.4,71.2,買われすぎ,0,,,
1982,日比谷総合設備,建設業,2778.0,13.924812,1.50339,3.6,11.46,1146.3,2980.7,3013.2,39.8,中立,0,,,
198A,ＰｏｓｔＰｒｉｍｅ,情報・通信業,152.0,,2.0185921,,-31.32,18.8,147.4,160.6,51.9,中立,1,,,2026-07-27
1992,神田通信機,建設業,3150.0,19.333456,1.1353132,2.7,5.97,72.1,2961.4,2842.3,89.2,買われすぎ,0,,,
1994,高橋カーテンウォール工業,建設業,547.0,22.915792,0.39550042,3.66,4.49,43.3,552.7,555.3,46.9,中立,0,,,
1997,暁飯島工業,建設業,3685.0,7.4331822,4.039476,2.58,13.33,74.5,4013.0,3854.1,29.0,売られすぎ,0,,,
2001,ニップン,食料品,2956.0,11.50687,0.8651656,2.3,8.22,2443.5,2816.3,2722.7,70.3,買われすぎ,0,,,
2002,日清製粉グループ本社,食料品,2173.5,19.178505,1.1759067,2.99,6.52,6077.4,2025.6,1998.1,73.0,買われすぎ,0,,,
2003,日東富士製粉,食料品,1900.0,20.863073,1.383015,3.68,6.7,692.0,1780.6,1761.4,76.8,買われすぎ,0,,,
2004,昭和産業,食料品,3635.0,11.126756,0.7912574,3.85,7.4,1181.3,3460.6,3268.5,71.0,買われすぎ,0,,,
2009,鳥越製粉,食料品,1091.0,22.45318,0.7009271,4.49,3.12,254.1,1082.2,1081.1,61.7,中立,0,,,
2053,中部飼料,食料品,2000.0,10.493179,0.7892046,3.8,7.93,573.9,1906.1,1798.2,71.1,買われすぎ,0,,,
2055,日和産業,食料品,328.0,15.678776,0.31202614,1.83,2.03,59.4,329.3,339.5,46.6,中立,0,,,
205A,ロゴスホールディングス,建設業,1898.0,9.304834,1.8420675,4.68,21.45,74.5,1770.5,1778.2,59.5,中立,2,,,2026-07-27
2060,フィード・ワン,食料品,1331.0,7.9858403,0.8257341,3.91,10.89,509.4,1267.9,1202.8,72.5,買われすぎ,0,,,
206A,ＰＲＩＳＭ　ＢｉｏＬａｂ,医薬品,144.0,,2.4984384,,-37.11,53.2,146.6,156.1,46.9,中立,0,,,
208A,構造計画研究所ホールディングス,情報・通信業,2947.0,13.169184,2.9250126,4.75,,309.4,2870.2,2876.8,59.8,中立,0,,,
2108,日本甜菜製糖,食料品,5250.0,12.785544,0.8187029,4.95,6.65,617.7,4819.0,4420.9,74.5,買われすぎ,0,,,
2109,ＤＭ三井製糖,食料品,3585.0,28.268412,0.99594843,3.91,2.05,1115.5,3326.2,3310.4,82.0,買われすぎ,0,,,
2112,塩水港精糖,食料品,451.0,4.4884553,0.6024056,3.55,14.86,124.1,442.0,454.2,57.7,中立,0,,,
2114,フジ日本,食料品,641.0,10.2086315,1.1786165,2.96,12.42,328.8,629.4,618.4,69.7,中立,0,,,
2117,ウェルネオシュガー,食料品,2867.0,14.488579,1.2158692,4.12,8.59,938.6,2686.5,2659.0,79.1,買われすぎ,0,,,
211A,カドス・コーポレーション,建設業,3870.0,,0.8935081,4.65,15.55,39.0,3703.0,3692.5,68.1,ゴールデンクロス,0,,,
2120,ＬＩＦＵＬＬ,サービス業,202.0,7.832493,1.3071219,2.58,12.56,259.2,197.7,194.6,56.9,中立,0,,,
2121,ＭＩＸＩ,情報・通信業,2994.0,11.602852,1.0687581,4.34,8.93,1955.4,2845.0,2699.5,66.2,中立,0,,,
2122,インタースペース,サービス業,1399.0,22.811022,1.5290419,2.14,6.81,87.8,1363.1,1293.6,72.8,買われすぎ,0,,,
2124,ジェイエイシーリクルートメント,サービス業,988.0,18.630964,7.88149,3.85,49.79,1570.5,887.1,854.4,81.2,買われすぎ,0,,,
